Code,Term,Explanation
UMI-1613,Halibayn,"A  pair  of  narrow,  thick  walled  muscular  tubes  which  carry  urine  from  the  kidneys  to the urinary bladder. Its possible English  equivalent is ureters."
UMI-1614,Ghudad Kuzriyya,A pair of endocrine glands situated on the  posterior  abdominal  wall  over  the  upper  pole  of  the  kidneys.  Its  possible  English  equivalent is suprarenal glands.
UMI-1615,Mathana,A  muscular  reservoir  of  urine  which  lies  in the anterior part of the pelvic cavity. Its  possible  English  equivalent  is  urinary  bladder.
UMI-1616,Majra-i-Bawl,A  membranous  duct  which  extends  from  the  internal  urethral  orifice  (neck  of  the  urinary  bladder)  to  the  external  urethral  orifice at the tip of the penis. Its possible  English equivalent is urethra.
UMI-1617,Hadaba ‘Aniya,"One  of  the  several  parts  of  the  female  external genital organs, present in front of  the  pubic  symphysis.  Its  possible  English  equivalent is mons pubis."
UMI-1618,Shafran Kabiran,A  fleshy  border  of  the  female  external  genital  organs.  The  anterior  ends  are  connected  below  the  mons  pubis  to  form  the  Majma‘  Muqaddam    (anterior  commissure).  The  skin  connecting  the  posterior  ends  of  the  labia  is  known  as  Majma‘  Mu’akhkhar  (posterior  commissure).    Its  possible  English  equivalent is labia majora.
UMI-1619,Shafran Saghiran,Thin  folds  of  skin  numbering  two.  Anteriorly  each  labium  minus  splits  into  two  layers  and  encircles  the  clitoris.    Its  possible  English  equivalent  is  labia  minora.
UMI-1621,Hashafa al-Bazr,A  rounded  tubercle  formed  on  the  free  end  of  the  clitoris.    Its  possible  English  equivalent is glans clitoridis.
UMI-1622,Dehliz-i-Farj,The  space  between  the  two  labia  minora.  The  urethra  opens  in  its  centre.    Its  possible English equivalent is vestibule of  vagina.
UMI-1623,Basala Dehliziyya,"Two  oval  bodies,  lying  on  either  side  of  the  vaginal  orifices.  Its  possible  English  equivalent is bulb of vestibule."
UMI-1624,Ghudad Dehliziyya  Kabira,Glands similar to the bulbourethral glands  in  the  male.  They  produce  a  secretion  which  keeps  the  vagina  lubricated.    Its  possible  English  equivalent  is  greater  vestibular glands (of Bartholin).
UMI-1625,Ghisha’-i-Bakarat,"A thin annular fold of mucous membrane,  which  closes  the  lower  end  of  the  vagina  in  the  virgin.    Its  possible  English  equivalent is hymen."
UMI-1626,Mahbil,"A  fibromuscular  canal,  which  extends  from  the  cervix  to  the  vulva.  Its  possible  English equivalent is vagina."
UMI-1627,Rahim,"An  organ,  where  the  fertilized  ovum  gets  embedded.  It  provides  nutrition  to  the  foetus up to a particular period and expels  it at the time of birth. Its possible English  equivalent is uterus."
UMI-1628,Qa‘ al-Rahim,The  upper  convex  end  of  the  uterus.    Its  possible  English  equivalent  is  fundus  of  uterus.
UMI-1629,Jism-i-Rahim,"A part of the uterus, lying in between the  fundus and the cervix. Its possible English  equivalent is body of uterus."
UMI-1630,Fam-i-Rahim,The  external  opening  of  the  cervix  of  uterus.    Its  possible  English  equivalent  is  external os.
UMI-1631,‘Unuq al-Rahim,"The lower, cylindrical and narrow part of  the uterus. Its possible English equivalent  is cervix."
UMI-1632,Jawf-i-Rahim,The  cavity  of  the  uterus.  It  is  trigonal  in  shape  and  is  situated  within  its  body.    Its  possible  English  equivalent  is  uterine  cavity.
UMI-1634,Mabyad,"The  female  gonads,  two  in  number  and  oval in shape. They produce the ovum. Its  possible English equivalent is ovary."
UMI-1635,Bayda,Same as Bayda-i-Untha.
UMI-1636,Aw‘iya-i-Mani,"Two  lobulated  sacs,  situated  between  the  bladder and rectum. Its lower narrow end  forms  the  duct  of  seminal  vesicle  which  joins  the  ductus  deferens  to  form  ejaculatory  duct.  Thier  secretions  form  a  large  part  of  the  seminal  fluid.    Its  possible  English  equivalent  is  seminal  vesicle."
UMI-1637,Majra-i-Mani,A  thick  walled  cord  like  muscular  tube  which  transmits  spermatozoa  from  the  epididymis  to  the  ejaculatory  duct.  Its  possible  English  equivalent  is  vas  deferens.
UMI-1638,Khusyatayn,Khusyatayn  are  two  in  numbers  and  oval  in shape suspended in the scrotum by the  spermatic  cord  and  act  as  male  gonads.   Its possible English equivalent is testes.
UMI-1639,Qadib,Qadib is the male organ of copulation. Its  possible English equivalent is penis.
UMI-1640,Ghudda-i-Madhi,An  accessory  gland  of  the  male  reproductive  system.  Its  possible  English  equivalent is prostate.
UMI-1641,Aghdidus,The first part of the excretory duct of each  testis.  Its  possible  English  equivalent  is  epididymis.
UMI-1642,Ghudda-i-Wadi,A  gland  which  secretes  a  viscid  fluid  forming  a  part  of  the  seminal  fluid.  Its  possible  English  equivalent  is  bulbo  urethral gland / Cowper’s gland.
UMI-1643,Qadhif al-Mani,A duct formed by the union of the ductus  deferens  and  the  seminal  vesicle.  Its  possible English equivalent is ejaculatory  duct.
UMI-1644,Habl al-Mani,"A  structure  composed  of  veins,  arteries,  lymphatics,  nerves  and  the  ductus  deferens. Its possible English equivalent is  spermatic cord."
UMI-1645,Safan,"A cutaneous bag containing right and left  testis,  epididymis  and  lower  part  of  the  spermatic  cord.  Its  possible  English  equivalent is scrotum."
UMI-1647,Qurs,"A  solid,  flat  and  circular  medicinal  preparation of varying size and weight for  oral  administration.  Its  possible  English  equivalent is tablet."
UMI-1648,Firzaja,A  drug  of  particular  shape  prepared  with  the  transformation  of  paste  into  small  suppositories.  The  paste  is  obtained  after  mixing  of  powdered  drugs  with  water.  These are kept in the orifices of the body  for  therapeutic  purposes.  Its  possible  English equivalent is pessary.
UMI-1649,Madugh,A  drug  kept  in  the  oral  cavity  and  masticated  for  dental  and  gingival  problems.
UMI-1650,Nafukh,"Finely  powdered  drug  that  is  blown  with  the  help  of  a  tube  in  nose,  throat  or  any  other  opening  of  the  body.  Its  possible  English equivalent is insufflation."
UMI-1651,‘Atus,A finely powdered drug that is inhaled to  induce  sneezing.  Its  possible  English  equivalent is snuff.
UMI-1652,Ghaza,A fine powder of drugs that is applied on  the face and body to improve complexion.  Its  possible  English  equivalent  is  face  powder.
UMI-1653,Ghaliya,An  aromatic  sprinkling  powder  prepared  from  certain  herbs.  Its  possible  English  equivalent is perfumed powder.
UMI-1654,Nawra,A powder of drugs for removal of hair. Its  chief  ingredient  is  Calcium/Lime.  Its  possible  English  equivalent  is  hair  remover.
UMI-1655,Nashuq,A  liquid  preparation  or  powder  that  is  used for insufflations.
UMI-1656,Ma‘jun,"A  semisolid  medicinal  preparation  obtained  by  mixing  powdered  drugs  in  a  Qiwam  (base)  made  of  purified  honey,  sugar or jaggery."
UMI-1657,Labub,A type of Ma‘jun whose main ingredients  are  kernels.  It  is  mainly  used  as  a  brain  tonic or as an Aphrodisiac /Sex improver.
UMI-1658,Yaquti,A  type  of  Ma‘jun  in  which  the  main  ingredients  are  of  mineral  origin  drugs  especially  Yaqut  (Topaz).  It  is  generally  used in cardiac disorders.
UMI-1659,Mufarrih,A  type  of  Ma‘jun  having  aromatic  drugs  as  its  main  ingredients.  It  is  mainly  used  as an exhilarant and mood elevator.
UMI-1661,La‘uq,A  semisolid  preparation  used  in  the  diseases  of  lungs  and  pharynx.  The  half  grounded  drugs  are  soaked  in  water  overnight  and  boiled  the  next  day  till  the  quantity  of  water  is  reduced  to  half.  The  decoction  is  then  strained  and  mixed  along with some other powdered drugs in  a  base  of  sugar.  Its  possible  English  equivalent is linctus.
UMI-1662,Ma’ al-Jubn,"A  liquid  obtained  from  milk,  soured  vinegar  or  lemon  juice  during  the  boiling  stage  and  used  for  nutritive  and  therapeutic  purposes.  Its  possible  English  equivalent is whey."
UMI-1663,Ma’ al-‘Asal,Pure  honey  is  mixed  with  water/  rose  water or some other liquid and boiled. It is  then  filtered  and  used.  Sometimes  few  drugs  are  also  added  to  it.  It  is  used  in  brain  and  nervine  disorders.  Its  possible  English equivalent is honey water.
UMI-1664,Ma’ al-Lahm,A  soup  or  extract  prepared  either  by  boiling or distillation of meat. Its possible  English equivalent is meat soup.
UMI-1665,Ma’ al-Sha‘ir,Barley  is  soaked  in  water  overnight.  The  water  is  then  drained  and  barley  is  pounded  till  the  seed  coat  gets  separated.  This  dehusked  barley  is  then  boiled  in  water  till  water  becomes  thick  and  reddish.  This  water  is  then  strained  and  used.  Its  possible  English  equivalent  is  barley water.
UMI-1666,Ma’ al-Buqul,"Juice  of  green  vegetables  or  green  herbs  like Kasni (Cichorium intybus ), leaves of  Mako  (Solanum  nigrum  ),  Turb  (Raphanus indicus) etc. which is obtained  by  crushing  them.  Its  possible  English  equivalent is vegetable juice."
UMI-1667,Ma’ al-Fawakih,Juice  of  fruits  obtained  from  crushing  them  after  removing  the  fruit  coat.  Its  possible English equivalent is fruit juice.
UMI-1668,Nabidh,A  liquid  prepared  from  fermented  grapes  or dates. Its possible English equivalent is  fermented fluid.
UMI-1669,Habb,"A  solid,  small,  round  and  uniformly  shaped medicinal preparation. Its possible  English equivalent is pill."
UMI-1671,Hamul,"A piece of cloth soaked or dipped in a mix  of  certain  drugs,  honey,  oil  or  fat  for  vaginal  or  rectal  use.  Its  possible  English  equivalent is pessary."
UMI-1672,Safuf,Powder of drugs obtained by grinding one  or  more  drugs.  Its  possible  English  equivalent is powder.
UMI-1673,Barud,A micro-fine powder obtained by grinding  drugs  having  Barid  temperament.  Its  possible English equivalent is eye dusting  powder.
UMI-1674,Kuhl,A  micro-fine  powder  of  drugs  for  ophthalmic  use.  Its  possible  English  equivalent is coryllium
UMI-1675,Dharur,"A fine powder of drugs that is used for dusting  wounds,  ulcers  or  skin  eruptions.  Its  possible  English equivalent is dusting powder."
UMI-1676,Rubb,A  semisolid  preparation  obtained  by  squeezing  the  juice  of  fresh  plants  or  fruits and mixed with a base of sugar later  on  dried  on  heat  or  in  sun.  Its  possible  English equivalent is dry extract.
UMI-1677,Itrifal,"A  semisolid  preparation,  whose  main  ingredients  are  Amla  (Phyllanthus  emblica)  Halayla  (Terminalia  chebula)  and Balayla (Terminalia bellirica)."
UMI-1678,Anoshdaru,A  semisolid  preparation  having  Amla  (Phyllanthus  emblica)  as  the  main  ingredient.
UMI-1679,Barsha‘sha’,A  semisolid  preparation  with  Afyun  (air  dried  milky  exudate  obtained  by  incising  the  unripe  capsules  of  Papaver  somniferum)  as  the  main  ingredient.  It  is  used for relieving pain.
UMI-1680,Zar‘uni,A  semisolid  preparation  especially  used  as a renal tonic and frequently prescribed  in renal disorders.
UMI-1681,Jawarish,"A  semisolid  preparation  made  by  mixing  coarse  powder  of  drugs  to  a  base  of  purified  honey,  sugar  or  jaggery.  It  is  particularly used for GIT disorders."
UMI-1682,Khamira,"A  type  of  Ma‘jun  obtained  by  mixing  decoction  of  drugs  in  a  base  of  purified  honey, sugar or jaggery. The decoction is  continuously  stirred  while  still  hot,  till  it  becomes thick and white."
UMI-1684,Halwa,"A  semisolid  preparation  obtained  by  mixing  drugs  in  a  base  of  sugar,  purified  honey or jaggery."
UMI-1685,Sibgha,A  mixture  of  alcohol  and  distilled  water  used  for  pharmaceutical  purposes.  The  drug  thus  prepared  contains  both  alcohol  and  water  soluble  contents  and  the  efficacy  of  the  drug  increases  manifold.  Its possible English equivalent is tincture.
UMI-1686,Sabigh-i-Jild,Skin dye
UMI-1687,Sharbat,A  liquid  preparation  obtained  by  mixing  fresh fruit juice or decoction of drugs with  a  base  of  sugar.  Its  possible  English  equivalent is syrup.
UMI-1688,Sikanjabin,A  liquid  preparation  made  with  vinegar  and  honey  in  the  early  times  but  later  honey was substituted with sugar. It is of  many types.
UMI-1689,Sirka,A  fermented  liquid  preparation  obtained  by  keeping  juice  of  carbohydrate  rich  substances  like  sugarcane  for  a  few  days  till  its  fermentation.  Its  possible  English  equivalent is vinegar.
UMI-1690,Khall,Same as Sirka.
UMI-1691,Abkama,"A  liquid  preparation  in  which  salt,  vinegar,  ginger, black pepper and water are mixed and  kept  for  some  time  till  it  turns  sour.  The  strained liquid is then obtained."
UMI-1692,Joshanda,"The  preparation  in  which  the  crushed  drugs  are  soaked  overnight  in  water  or  suitable liquid. In the morning it is boiled,  strained and the strained liquid is used. Its  possible English equivalent is decoction."
UMI-1693,Naqu‘,"A  liquid  preparation  obtained  by  soaking  the  crushed/  whole  drugs  overnight  in  water  or  suitable  liquid,  the  mixture  is  rubbed,  strained  and  used  afterwards.  Its  possible English equivalent is infusion."
UMI-1694,Halib,A liquid preparation obtained by grinding  dry  fruits/  seeds/  kernels  with  water  or  suitable liquid and strained.
UMI-1696,Lu‘ab,Mucilage  which  is  obtained  after  soaking  some  mucilaginous  drugs  in  water.  Its  possible English equivalent is mucilage.
UMI-1697,Mazij,A  preparation  obtained  by  the  mixing  of  two  or  more  drugs  in  any  form;  liquid/solid/semisolid/semi  liquid.  Its  possible English equivalent is mixture.
UMI-1698,Zulal,The unstrained liquid obtained by soaking  the  drugs  overnight  in  water  or  suitable  liquid.  Its  possible  English  equivalent  is  decanted water.
