Code,Term,Explanation
RGA1.3,Eṉpu Kiranti,"Syphilitic ulcer due to altered Enbu thathu by increasing vali It is characterized by chancre with raised margin caused by trauma, bone fracture. It is explained by increased vali . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected."
RGA1.4,Narampu Kiranti,"Multiple spreading syphilitic ulcer due to increasing Vali It is characterized by chancre with inflammation of the nerve, accumulation of the blood caused by cold water bath, rich salt food intake. It is explained by increased vali . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RGB,Aẕal,
RGB1.1,Aẕal Kiranti,"Syphilitic ulcer due to increasing azhal It is characterized by chancre with reddish or yellowish discolouration and burning sensation. It is explained by increased Aẕal . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RGC,Aiyam,
RGC1.1,laiya Kiranti,"Syphilitic ulcer due to increasing aiyam It is characterized by chancre associated with paller, thickened skin with itching. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RGC1.2,Koẕuppu Kiranti,"Syphilitic ulcer due to altered Kozhuppu thathu by increasing Kabam It is characterized by chancre with oozing pus due to rich fat intake. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
RGC1.3,Puṇ Kiranti,"Syphilitic wound due to affected by increasing Vali It is characterized by syphilitic wound. It is explained by increased aiyam . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr andf Ūṉ gets affected."
RGD,Mukkuṟṟam,
RGD1.1,Kurutik Kiranti,"Syphilitic ulcer due to altered Senneer thathu by increasing Azhal It is characterized by a chancre with bleeding and burning sensation. It is explained by all the mukkutram get affected . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RH,Maṇṭai Kaṉappu,
RHA,Vaḷi,
RHA1.1,Vaḷi Maṇṭaik Kaṇappu,"Heaviness of the head due increasing Vali It is characterized by heaviness in head associated with blurred vision, pain in the occipital region, puffiness of the face. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr gets affected."
RHA1.2,Kuruti Maṇṭaik Kaṇappu,"Heaviness of the head associated with blood infection It is characterized by heaviness in head associated with fever, pain in the occipital and frontal region, puffiness of the face, swelling of the eyeball. It is explained by increased vali . Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
RHC,Aiyam,
RHC1.1,Nīr Maṇṭai Kaṉappu,"Heaviness of the head due increasing Aiyam It is characterized by heaviness in head associated with hair loss, head ache. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
RI,Maṇṭaikkuttiyal,
RIA,Vaḷi,
RIA1.1,Maṇṭaikkuttiyal,"Pricking pain around the head due to increasing Vali It is characterized by pricking pain around the head with severe pain in the occipital region. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RJ,Maṇṭaic Caṉṉi,
RJD,Mukkuṟṟam,
RJD1,Maṇṭaic Caṉṉi,"Delirium caused by diseases of head It is characterized by delirium with headache, hyperhydrosis, giddiness, nausea, vomitting. It is explained by altered vali, Aẕal and aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr gets affected."
RK,Maṇṭai Cūlai,
RKA,Vaḷi,
RKA1.1,Vaḷi Maṇṭaic Cūlai,"Scalp pain caused by increased Vali It is characterized by pain in the scalp associated with tinnitus, dryness of the nostrils, discolouration of the face. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
RKA1.2,Kuruti Maṇṭaic Cūlai,"Scalp pain caused by blood infection It is characterized by pain in the scalp associated with bad odour, hair loss, puffiness of the face. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
RKA1.3,Nīr Maṇṭaic Cūlai,"Scalp pain and swelling around the neck It is characterized by pain in the scalp associated with rhinitis, nasal obstruction, boils in the scalp. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
RL,Maṇṭait Timir,
RLA,Vaḷi,
RLA1.1,Maṇṭait Timir,Numbness over Scalp caused by increased Vali It is characterized by numbness around the head associated with hair loss. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.
RM,Maṇṭai Vali,
RMA,Vaḷi,
RMA1.1,Maṇṭai Vali,Head pain It is characterized by pain in the head associated with heat around the head. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.
RN,Maṇṭai Vaṟaṭci,
RNA,Vaḷi,
RNA1.1,Maṇṭai Vaṟaṭci,"Dryness over the scalp It is characterized by heaviness in head associated with blurred vision, pain in the occipital region, puffiness of the face. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected."
RO,Mūḷai Nōy,
ROA,Vaḷi,
ROA1.1,Vaḷi Mūḷai Nōy,"Brain diseases due to increasing Vali It is characterized by brain disease associated with chillness of the head, ear block and headache. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, and Koẕuppu gets affected."
ROA1.2,Vali Aiyam Mūḷai Nōy,"Brain diseases due to increasingvali iyam It is characterized by brain disease associated with hyperhydrosis, pain, fever, cough, face and eyes are pallor. It is explained by increased vali associated with aiyyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ,and Koẕuppu gets affected."
ROA1.3,Vaṟaṭci Mūḷai Nōy,"Brain diseases associated with dryness It is characterized by brain disease associated with dryness of the nose, ears, eyes, pricking pain. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROA1.4,Vaḷi Aẕal Mūḷai Nōy,"Brain diseases due to increasing Vali azhal It is characterized by brain disease associated with pain in the occipital region, cough, blurred vision. It is explained by increased vali associated with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROB,Aẕal,
ROB1.1,Aẕal Aiyam Mūḷai Nōy,"Brain diseases due to increasing Azhal Aiyam It is characterized by a brain disease associated with cough, hiccup, fever. It is explained by increased Aẕal associated aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, and Koẕuppu gets affected."
ROB1.2,Aẕal Mūḷai Nōy,"Brain diseases due to increasing Azhal It is characterized by brain disease associated with pallor, rhinitis. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROB1.3,Kuruti Mūḷai Nōy,"Brain diseases due to increasing Azhal associated with blood infection It is characterized by brain disease associated with epistaxis, hyphema, heaviness in head. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROC,Aiyam,
ROC1.1,Aiyam Mūḷai Nōy,"Brain diseases due to increasing Aiyam It is characterized by brain disease associated with cough, sweetness of the tongue, throat infection. It is explained by increased aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROC1.2,Aiyavaḷi Mūḷai Nōy,"Brain diseases due to increasing Aiyam vali It is characterized by brain disease associated with rhinitis, swelling in the face, pricking pain, hairfall, cough. It is explained by increased aiyam, along with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROC1.3,Nīr Mūḷai Nōy,"Brain diseases associated with swelling It is characterized by brain disease associated with headache, cough with expectoration, swelling in the face. It is explained by increased ayiam . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROC1.4,Aẕal Vaḷi Mūḷai Nōy,"Brain diseases due to increasing Aiyam vali It is characterized by brain disease associated with dryness of the nose, throat infection, bleeding in the nose. It is explained by increased Aẕal along with vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected."
ROC1.5,Aiya Aẕal Mūḷai Nōy,"Brain diseases due to increasing Aiyam azhal It is characterized by brain disease associated with giddiness, cough, hiccup, fever. It is explained by increased aiyam along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu gets affected."
RP,Pavuttiram,
RPA,Vaḷi,
RPA1.1,Koṭip Pavuttiram,"Fistula in ani due to spreading Vali It is characterized by a fistula present in the peri anal region with fecal and urine incontinence due to multiple abcess around the anus. It is explained by increased vali . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RPA1.2,Mēkap Pavuttiram,"Urogenital fistula due to increasing Vali It is characterized by a fistula present in the urogenital region with discharge of pus and fever due to abcess developed around the genital region. It is explained by increased vali . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RPA1.3,Mūlap Pavuttiram,"Ano vesical fistula It is characterized by a fistula present inbeween ano-vesical region with watery discharge, skin tag in the anus. It is explained by increased vali . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RPA1.4,Eruvāy Kaṇṭamālai Pavuttiram,"Anorectal fistula due to increasing Vali It is characterized by a fistula present in the ano-rectal region with fever, pricking pain, fecal and urine incontinence due to abcess around the anus. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RPB,Aẕal,
RPB1.1,Eruvāy Pavuttiram,"Fistula in ani due to increasing azhal It is characterized by a fistula in the anus with bleeding, fecal and urine incontinence, fever, loss of weight and pricking pain. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RPB1.2,Pakka Pauttiram,"Ano vesical fistula due to increasing Azhal It is characterized by a fistula present inbetween ano-vesical region or both sides of the genital region. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RPC,Aiyam,
RPC1.1,Kiranti Pauttiram,"Penile urithral fistula due to increasing Aiyam It is characterized by a fistula present inbetween the penile and urethral region with bleeding, penile ulcers. It is explained by increased Aẕal with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RPC1.2,Carakaṇṭa Mālai Pauttiram,"Anal cancer due to increasing Aiyam It is characterized by a malignancy growth in the rectum with fistula present in the peri anal region, fecal and urine incontinence along with bleeding. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected."
RQ,Ucci Vaḷi,
RQA,Vaḷi,
RQA1.1,Maṇṭai Ucci Vaḷi,"Disease occuring around vertex caused by increased Vali It is characterized by heaviness in occipital region with pricking pain in the eyebrow, nasal obstruction, hearing block, pain around the eyes, loss of vision. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu an"
RQA1.2,Maṇṭai Ucci Vaḷi Aẕal,"Disease occuring around vertex caused by increased Vali azhal It is characterized by pricking pain around the vertex with pain in occipital region, numbness in tongue. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ,Koẕuppu and Eṉpu gets affected."
RQA1.3,Maṇṭai UcciParica Vali,"Disease occuring around vertex caused by increased Vali associated with numbness It is characterized by disease in the vertex associated with hyperhydrosis, pricking pain in and around the eyebrow, ulcer in the ear. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected."
RQA1.4,Maṇṭai Ucci Vaḷi Aiyam,"Disease occuring around vertex caused by increased Vali aiyam It is characterized by disease of the vertex associated with pallor face, sunken eyes. It is explained by increased vali along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ,Koẕuppu and Eṉpu gets affected."
RQB,Aẕal,
RQB1.1,Maṇṭai Ucci Aẕal,"Disease occuring around vertex caused by increased azhal It is characterized by blurred vision, dryness, pricking pain in the eyebrows, burning sensation in the eyes and face, giddiness, headache. It is explained by increased Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected"
